subject,condition,n_rows,n_valid,n_correct,n_error,n_confidence,n_conf_correct,n_conf_error,condition_behavior_pass,condition_auc_pass,behavior_included,auc_included,conditions
202512031019,gravity,36,36,16,20,36,16,20,True,True,True,True,2
202512031019,zero_gravity,36,36,22,14,36,22,14,True,True,True,True,2
202512031140,gravity,36,36,20,16,36,20,16,True,True,True,True,2
202512031140,zero_gravity,36,36,21,15,36,21,15,True,True,True,True,2
202512031412,gravity,36,36,22,14,36,22,14,True,True,True,True,2
202512031412,zero_gravity,36,36,28,8,36,28,8,True,True,True,True,2
202512031441,gravity,36,35,24,11,35,24,11,True,True,True,True,2
202512031441,zero_gravity,36,36,19,17,36,19,17,True,True,True,True,2
202512031606,gravity,36,34,30,4,33,29,4,True,True,True,True,2
202512031606,zero_gravity,36,34,26,8,34,26,8,True,True,True,True,2
202512040951,gravity,36,36,35,1,36,35,1,False,False,False,False,2
202512040951,zero_gravity,36,35,27,8,35,27,8,True,True,False,False,2
202512041403,gravity,36,36,21,15,36,21,15,True,True,True,True,2
202512041403,zero_gravity,36,35,19,16,35,19,16,True,True,True,True,2
202512041433,gravity,36,35,30,5,35,30,5,True,True,False,False,2
202512041433,zero_gravity,36,36,34,2,36,34,2,False,False,False,False,2
202512041608,gravity,36,36,35,1,36,35,1,False,False,False,False,2
202512041608,zero_gravity,36,36,33,3,36,33,3,True,True,False,False,2
202512041624,gravity,36,35,24,11,35,24,11,True,True,True,True,2
202512041624,zero_gravity,36,36,25,11,36,25,11,True,True,True,True,2
202512041627,gravity,36,35,21,14,35,21,14,True,True,True,True,2
202512041627,zero_gravity,36,35,16,19,35,16,19,True,True,True,True,2
202512051006,gravity,36,33,24,9,33,24,9,True,True,True,True,2
202512051006,zero_gravity,36,35,23,12,35,23,12,True,True,True,True,2
202512051012,gravity,36,35,26,9,35,26,9,True,True,True,True,2
202512051012,zero_gravity,36,36,27,9,36,27,9,True,True,True,True,2
202512051458,gravity,36,36,28,8,36,28,8,True,True,True,True,2
202512051458,zero_gravity,36,36,19,17,36,19,17,True,True,True,True,2
202512051625,gravity,36,35,24,11,35,24,11,True,True,True,True,2
202512051625,zero_gravity,36,36,24,12,36,24,12,True,True,True,True,2
202512081052,gravity,36,36,15,21,36,15,21,True,True,True,True,2
202512081052,zero_gravity,36,33,21,12,33,21,12,True,True,True,True,2
202512081420,gravity,36,34,22,12,34,22,12,True,True,True,True,2
202512081420,zero_gravity,36,36,22,14,36,22,14,True,True,True,True,2
202512081422,gravity,36,34,29,5,34,29,5,True,True,True,True,2
202512081422,zero_gravity,36,34,29,5,34,29,5,True,True,True,True,2
202512081618,gravity,36,35,29,6,34,29,5,True,True,True,True,2
202512081618,zero_gravity,36,36,29,7,36,29,7,True,True,True,True,2
202512081629,gravity,36,35,23,12,35,23,12,True,True,True,True,2
202512081629,zero_gravity,36,35,17,18,35,17,18,True,True,True,True,2
202512081637,gravity,36,36,21,15,36,21,15,True,True,True,True,2
202512081637,zero_gravity,36,36,17,19,36,17,19,True,True,True,True,2
202512090949,gravity,36,35,28,7,35,28,7,True,True,True,True,2
202512090949,zero_gravity,36,35,29,6,35,29,6,True,True,True,True,2
202512091002,gravity,36,34,18,16,34,18,16,True,True,True,True,2
202512091002,zero_gravity,36,36,20,16,36,20,16,True,True,True,True,2
202512091017,gravity,36,36,26,10,36,26,10,True,True,True,True,2
202512091017,zero_gravity,36,36,31,5,36,31,5,True,True,True,True,2
202512091426,gravity,36,34,22,12,32,21,11,True,True,True,True,2
202512091426,zero_gravity,36,35,21,14,34,20,14,True,True,True,True,2
202512091427,gravity,36,34,31,3,34,31,3,True,True,True,True,2
202512091427,zero_gravity,36,36,22,14,36,22,14,True,True,True,True,2
202512091436,gravity,36,35,33,2,34,32,2,False,False,False,False,2
202512091436,zero_gravity,36,34,28,6,34,28,6,True,True,False,False,2
202512091615,gravity,36,34,30,4,34,30,4,True,True,True,True,2
202512091615,zero_gravity,36,34,28,6,34,28,6,True,True,True,True,2
202512091621,gravity,36,36,30,6,36,30,6,True,True,True,True,2
202512091621,zero_gravity,36,36,23,13,36,23,13,True,True,True,True,2
202512091629,gravity,36,35,30,5,35,30,5,True,True,True,True,2
202512091629,zero_gravity,36,35,26,9,34,25,9,True,True,True,True,2
202512100952,gravity,36,35,27,8,35,27,8,True,True,True,True,2
202512100952,zero_gravity,36,35,27,8,35,27,8,True,True,True,True,2
202512101006,gravity,36,35,21,14,35,21,14,True,True,True,True,2
202512101006,zero_gravity,36,36,21,15,36,21,15,True,True,True,True,2
202512101010,gravity,36,36,31,5,36,31,5,True,True,True,True,2
202512101010,zero_gravity,36,34,21,13,33,20,13,True,True,True,True,2
202512101424,gravity,36,31,20,11,31,20,11,True,True,True,True,2
202512101424,zero_gravity,36,34,28,6,34,28,6,True,True,True,True,2
202512101439,gravity,36,36,32,4,36,32,4,True,True,True,True,2
202512101439,zero_gravity,36,35,28,7,35,28,7,True,True,True,True,2
202512101615,gravity,36,36,31,5,35,30,5,True,True,True,True,2
202512101615,zero_gravity,36,36,30,6,36,30,6,True,True,True,True,2
202512101623,gravity,36,34,30,4,34,30,4,True,True,False,False,2
202512101623,zero_gravity,36,33,31,2,33,31,2,False,False,False,False,2
202512101635,gravity,36,36,32,4,36,32,4,True,True,True,True,2
202512101635,zero_gravity,36,36,26,10,36,26,10,True,True,True,True,2
202512111013,gravity,36,36,33,3,36,33,3,True,True,True,True,2
202512111013,zero_gravity,36,36,29,7,36,29,7,True,True,True,True,2
202512111440,gravity,36,35,23,12,35,23,12,True,True,True,True,2
202512111440,zero_gravity,36,34,22,12,34,22,12,True,True,True,True,2
202512111443,gravity,36,35,32,3,35,32,3,True,True,True,True,2
202512111443,zero_gravity,36,35,25,10,35,25,10,True,True,True,True,2
202512111615,gravity,36,31,24,7,30,24,6,True,True,True,True,2
202512111615,zero_gravity,36,34,18,16,32,18,14,True,True,True,True,2
202512111620,gravity,36,36,19,17,36,19,17,True,True,True,True,2
202512111620,zero_gravity,36,36,21,15,35,20,15,True,True,True,True,2
202512120956,gravity,36,36,35,1,36,35,1,False,False,False,False,2
202512120956,zero_gravity,36,36,23,13,36,23,13,True,True,False,False,2
202512121004,gravity,36,35,32,3,35,32,3,True,True,True,True,2
202512121004,zero_gravity,36,36,23,13,36,23,13,True,True,True,True,2
202512121440,gravity,36,33,22,11,33,22,11,True,True,True,True,2
202512121440,zero_gravity,36,35,17,18,35,17,18,True,True,True,True,2
202512121611,gravity,36,35,34,1,35,34,1,False,False,False,False,2
202512121611,zero_gravity,36,36,31,5,36,31,5,True,True,False,False,2
202512121624,gravity,36,34,13,21,34,13,21,True,True,True,True,2
202512121624,zero_gravity,36,36,19,17,35,19,16,True,True,True,True,2
202512151424,gravity,36,36,29,7,36,29,7,True,True,True,True,2
202512151424,zero_gravity,36,34,24,10,32,22,10,True,True,True,True,2
202512151429,gravity,36,36,33,3,36,33,3,True,True,True,True,2
202512151429,zero_gravity,36,34,24,10,34,24,10,True,True,True,True,2
202512151449,gravity,36,34,26,8,33,26,7,True,True,True,True,2
202512151449,zero_gravity,36,35,27,8,35,27,8,True,True,True,True,2
202512151627,gravity,36,36,33,3,34,31,3,True,True,True,True,2
202512151627,zero_gravity,36,36,26,10,36,26,10,True,True,True,True,2
202512160951,gravity,36,36,19,17,36,19,17,True,True,True,True,2
202512160951,zero_gravity,36,35,27,8,35,27,8,True,True,True,True,2
202512161010,gravity,36,36,35,1,36,35,1,False,False,False,False,2
202512161010,zero_gravity,36,34,16,18,34,16,18,True,True,False,False,2
202512161427,gravity,36,35,30,5,35,30,5,True,True,True,True,2
202512161427,zero_gravity,36,36,30,6,36,30,6,True,True,True,True,2
202512161429,gravity,36,35,13,22,35,13,22,True,True,True,True,2
202512161429,zero_gravity,36,36,16,20,36,16,20,True,True,True,True,2
202512161433,gravity,36,36,17,19,36,17,19,True,True,True,True,2
202512161433,zero_gravity,36,34,14,20,34,14,20,True,True,True,True,2
202512161604,gravity,36,35,34,1,35,34,1,False,False,False,False,2
202512161604,zero_gravity,36,36,30,6,36,30,6,True,True,False,False,2
202512161620,gravity,36,35,21,14,35,21,14,True,True,True,True,2
202512161620,zero_gravity,36,36,24,12,36,24,12,True,True,True,True,2
202512171000,gravity,36,36,30,6,36,30,6,True,True,True,True,2
202512171000,zero_gravity,36,36,27,9,36,27,9,True,True,True,True,2
202512171004,gravity,36,36,30,6,36,30,6,True,True,True,True,2
202512171004,zero_gravity,36,35,27,8,35,27,8,True,True,True,True,2
202512171013,gravity,36,35,31,4,35,31,4,True,True,True,True,2
202512171013,zero_gravity,36,36,31,5,36,31,5,True,True,True,True,2
202512171417,gravity,36,36,28,8,36,28,8,True,True,True,True,2
202512171417,zero_gravity,36,35,24,11,35,24,11,True,True,True,True,2
202512171421,gravity,36,36,13,23,36,13,23,True,True,True,True,2
202512171421,zero_gravity,36,36,17,19,36,17,19,True,True,True,True,2
202512171423,gravity,36,36,34,2,35,34,1,False,False,False,False,2
202512171423,zero_gravity,36,31,28,3,31,28,3,True,True,False,False,2
202512171627,gravity,36,36,21,15,36,21,15,True,True,True,True,2
202512171627,zero_gravity,36,35,15,20,35,15,20,True,True,True,True,2
202512171628,gravity,36,34,32,2,34,32,2,False,False,False,False,2
202512171628,zero_gravity,36,34,26,8,34,26,8,True,True,False,False,2
202512180956,gravity,36,34,32,2,34,32,2,False,False,False,False,2
202512180956,zero_gravity,36,35,31,4,35,31,4,True,True,False,False,2
202512180957,gravity,36,36,27,9,34,26,8,True,True,True,True,2
202512180957,zero_gravity,36,33,21,12,33,21,12,True,True,True,True,2
202512181416,gravity,36,36,27,9,36,27,9,True,True,True,True,2
202512181416,zero_gravity,36,36,29,7,36,29,7,True,True,True,True,2
202512181429,gravity,36,33,26,7,33,26,7,True,True,True,True,2
202512181429,zero_gravity,36,36,22,14,35,22,13,True,True,True,True,2
202512181505,gravity,36,36,18,18,36,18,18,True,True,True,True,2
202512181505,zero_gravity,36,36,18,18,36,18,18,True,True,True,True,2
202512181622,gravity,36,2,2,0,1,1,0,False,False,False,False,2
202512181622,zero_gravity,36,0,0,0,0,0,0,False,False,False,False,2
202512191005,gravity,36,36,31,5,36,31,5,True,True,True,True,2
202512191005,zero_gravity,36,36,32,4,36,32,4,True,True,True,True,2
202512191420,gravity,36,35,31,4,35,31,4,True,True,True,True,2
202512191420,zero_gravity,36,36,30,6,35,30,5,True,True,True,True,2
202512191437,gravity,36,35,31,4,34,30,4,True,True,True,True,2
202512191437,zero_gravity,36,36,30,6,36,30,6,True,True,True,True,2
202512191555,gravity,36,36,28,8,34,27,7,True,True,True,True,2
202512191555,zero_gravity,36,35,27,8,35,27,8,True,True,True,True,2
202512221005,gravity,36,35,27,8,35,27,8,True,True,True,True,2
202512221005,zero_gravity,36,36,29,7,36,29,7,True,True,True,True,2
202512221010,gravity,36,34,18,16,34,18,16,True,True,True,True,2
202512221010,zero_gravity,36,33,15,18,33,15,18,True,True,True,True,2
202512221011,gravity,36,34,25,9,34,25,9,True,True,True,True,2
202512221011,zero_gravity,36,35,27,8,34,26,8,True,True,True,True,2
202512221421,gravity,36,34,23,11,33,22,11,True,True,True,True,2
202512221421,zero_gravity,36,35,25,10,35,25,10,True,True,True,True,2
202512221602,gravity,36,35,33,2,35,33,2,False,False,False,False,2
202512221602,zero_gravity,36,36,22,14,36,22,14,True,True,False,False,2
202512221616,gravity,36,35,34,1,35,34,1,False,False,False,False,2
202512221616,zero_gravity,36,36,32,4,36,32,4,True,True,False,False,2
202512221617,gravity,36,35,27,8,35,27,8,True,True,True,True,2
202512221617,zero_gravity,36,35,21,14,35,21,14,True,True,True,True,2
202512221633,gravity,36,36,32,4,35,31,4,True,True,True,True,2
202512221633,zero_gravity,36,36,29,7,36,29,7,True,True,True,True,2
202512230948,gravity,36,35,31,4,35,31,4,True,True,False,False,2
202512230948,zero_gravity,36,36,35,1,35,34,1,False,False,False,False,2
202512231002,gravity,36,36,33,3,36,33,3,True,True,True,True,2
202512231002,zero_gravity,36,36,30,6,36,30,6,True,True,True,True,2
202512231014,gravity,36,35,30,5,35,30,5,True,True,True,True,2
202512231014,zero_gravity,36,33,28,5,33,28,5,True,True,True,True,2
202512231432,gravity,36,36,34,2,36,34,2,False,False,False,False,2
202512231432,zero_gravity,36,35,20,15,35,20,15,True,True,False,False,2
202512231610,gravity,36,35,22,13,34,22,12,True,True,True,True,2
202512231610,zero_gravity,36,36,21,15,36,21,15,True,True,True,True,2
202512231626,gravity,36,36,19,17,36,19,17,True,True,True,True,2
202512231626,zero_gravity,36,36,14,22,36,14,22,True,True,True,True,2
202512241001,gravity,36,36,19,17,36,19,17,True,True,True,True,2
202512241001,zero_gravity,36,36,17,19,36,17,19,True,True,True,True,2
202512241020,gravity,36,35,23,12,35,23,12,True,True,True,True,2
202512241020,zero_gravity,36,36,23,13,36,23,13,True,True,True,True,2
202512241031,gravity,36,34,17,17,33,17,16,True,True,True,True,2
202512241031,zero_gravity,36,35,21,14,35,21,14,True,True,True,True,2
202512241428,gravity,36,34,30,4,34,30,4,True,True,True,True,2
202512241428,zero_gravity,36,36,28,8,36,28,8,True,True,True,True,2
202512241429,gravity,36,35,34,1,35,34,1,False,False,False,False,2
202512241429,zero_gravity,36,36,30,6,35,29,6,True,True,False,False,2
202512241442,gravity,36,32,24,8,32,24,8,True,True,True,True,2
202512241442,zero_gravity,36,35,22,13,35,22,13,True,True,True,True,2
202512241627,gravity,36,33,25,8,33,25,8,True,True,True,True,2
202512241627,zero_gravity,36,36,20,16,36,20,16,True,True,True,True,2
202512241647,gravity,36,33,16,17,33,16,17,True,True,True,True,2
202512241647,zero_gravity,36,36,17,19,36,17,19,True,True,True,True,2
202512250951,gravity,36,35,21,14,35,21,14,True,True,True,True,2
202512250951,zero_gravity,36,36,22,14,36,22,14,True,True,True,True,2
202512250959,gravity,36,35,25,10,35,25,10,True,True,True,True,2
202512250959,zero_gravity,36,35,15,20,35,15,20,True,True,True,True,2
202512251423,gravity,36,35,35,0,35,35,0,False,False,False,False,2
202512251423,zero_gravity,36,36,28,8,33,26,7,True,True,False,False,2
202512251432,gravity,36,34,28,6,34,28,6,True,True,True,True,2
202512251432,zero_gravity,36,36,28,8,36,28,8,True,True,True,True,2
202512251615,gravity,36,36,23,13,36,23,13,True,True,True,True,2
202512251615,zero_gravity,36,35,16,19,35,16,19,True,True,True,True,2
202512251624,gravity,36,36,17,19,36,17,19,True,True,True,True,2
202512251624,zero_gravity,36,36,18,18,36,18,18,True,True,True,True,2
202512260959,gravity,36,35,23,12,35,23,12,True,True,True,True,2
202512260959,zero_gravity,36,36,18,18,35,18,17,True,True,True,True,2
202512261002,gravity,36,33,29,4,33,29,4,True,True,True,True,2
202512261002,zero_gravity,36,36,30,6,36,30,6,True,True,True,True,2
202512261030,gravity,36,35,26,9,35,26,9,True,True,True,True,2
202512261030,zero_gravity,36,36,27,9,36,27,9,True,True,True,True,2
202512261422,gravity,36,36,31,5,36,31,5,True,True,True,True,2
202512261422,zero_gravity,36,35,26,9,35,26,9,True,True,True,True,2
202512261436,gravity,36,36,27,9,35,26,9,True,True,True,True,2
202512261436,zero_gravity,36,35,21,14,35,21,14,True,True,True,True,2
202512261555,gravity,36,36,21,15,36,21,15,True,True,True,True,2
202512261555,zero_gravity,36,35,19,16,35,19,16,True,True,True,True,2
202512261625,gravity,36,35,18,17,35,18,17,True,True,True,True,2
202512261625,zero_gravity,36,36,20,16,36,20,16,True,True,True,True,2
202512291041,gravity,36,36,18,18,36,18,18,True,True,True,True,2
202512291041,zero_gravity,36,36,23,13,36,23,13,True,True,True,True,2
202512291431,gravity,36,35,26,9,35,26,9,True,True,True,True,2
202512291431,zero_gravity,36,36,27,9,36,27,9,True,True,True,True,2
202512291432,gravity,36,34,30,4,34,30,4,True,True,True,True,2
202512291432,zero_gravity,36,35,31,4,35,31,4,True,True,True,True,2
202512291441,gravity,36,36,23,13,35,22,13,True,True,True,True,2
202512291441,zero_gravity,36,36,20,16,36,20,16,True,True,True,True,2
202512291612,gravity,36,36,24,12,35,23,12,True,True,True,True,2
202512291612,zero_gravity,36,35,17,18,35,17,18,True,True,True,True,2
202512300954,gravity,36,33,13,20,33,13,20,True,True,True,True,2
202512300954,zero_gravity,36,34,18,16,34,18,16,True,True,True,True,2
202512301037,gravity,36,32,15,17,32,15,17,True,True,True,True,2
202512301037,zero_gravity,36,35,22,13,35,22,13,True,True,True,True,2
202512301413,gravity,36,36,17,19,36,17,19,True,True,True,True,2
202512301413,zero_gravity,36,35,21,14,35,21,14,True,True,True,True,2
202512301420,gravity,36,36,25,11,36,25,11,True,True,True,True,2
202512301420,zero_gravity,36,36,29,7,36,29,7,True,True,True,True,2
202512301559,gravity,36,35,17,18,35,17,18,True,True,True,True,2
202512301559,zero_gravity,36,36,18,18,36,18,18,True,True,True,True,2
202512301619,gravity,36,34,22,12,34,22,12,True,True,True,True,2
202512301619,zero_gravity,36,36,26,10,36,26,10,True,True,True,True,2
202512301621,gravity,36,33,30,3,33,30,3,True,True,True,True,2
202512301621,zero_gravity,36,36,33,3,36,33,3,True,True,True,True,2
202512311507,gravity,36,36,33,3,36,33,3,True,True,True,True,2
202512311507,zero_gravity,36,33,27,6,33,27,6,True,True,True,True,2
202512311540,gravity,36,35,24,11,35,24,11,True,True,True,True,2
202512311540,zero_gravity,36,35,22,13,35,22,13,True,True,True,True,2
202601051520,gravity,36,36,22,14,36,22,14,True,True,True,True,2
202601051520,zero_gravity,36,36,25,11,36,25,11,True,True,True,True,2
202601051522,gravity,36,36,15,21,36,15,21,True,True,True,True,2
202601051522,zero_gravity,36,36,22,14,36,22,14,True,True,True,True,2
202601051654,gravity,36,35,34,1,35,34,1,False,False,False,False,2
202601051654,zero_gravity,36,36,33,3,36,33,3,True,True,False,False,2
202601060953,gravity,36,35,24,11,35,24,11,True,True,True,True,2
202601060953,zero_gravity,36,35,21,14,35,21,14,True,True,True,True,2
202601061013,gravity,36,36,30,6,36,30,6,True,True,True,True,2
